Sample number,Waterbody name,Beach name,Beach access number,Latitude,Longitude,Collection date,Collection time,Microcystin LR-equivalent concentration (µg/L),Total cyanobacterial cell count (cells/mL),Microcystis mcyE (copies/mL),Anabaena mcyE (copies/mL),Planktothrix mcyE (copies/mL),Sample Type,Description of water,Description of Water - Additional Notes,Turbidity,Colour,Evidence of bloom,Water temperature (°C),Wind direction,24 hr rainfall,24 hr rainfall amount (mm),
M151006,Enchant Municipal Lake,Enchant Municipal Park Beach,8825609,50.161765,-112.432874,24-Aug-15,10:40 AM,<0.10,0,<50,<50,<50,Composite,No data,"15-20 gulls on shore, no feces noted",Clear,Colourless,Not apparent,18.3,W,FALSE,0,
M151042,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,1-Jun-15,11:25 AM,<0.10,0,<50,<50,<50,Composite,No data,Few very small algae particles; very slight turbidity due to small particles; 15 km/hr wind,Clear,Green,Particles in water,15,NE,FALSE,0,
M151043,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,9-Jun-15,12:15 PM,<0.10,0,<50,<50,<50,Composite,No data,Few algae particles in water; seaweed on beach; 21 km/hr wind,Slight,Brown,Particles in water,18,E,FALSE,0,
M151045,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,15-Jun-15,10:27 AM,<0.10,0,<50,<50,<50,Composite,No data,"Lots of floaties on surface of water - bugs, grass, cotton etc… tons of sand flies; 4 km/hr wind",Clear,Colourless,Not apparent,16,NW,TRUE,2,
M151047,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,22-Jun-15,11:20 AM,<0.10,0,<50,<50,<50,Composite,No data,Very slight greenish/brown colour of water; some seaweed on beach; 18 km/hr wind,Clear,Green,Not apparent,17,S,FALSE,0,
M151049,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,29-Jun-15,11:15 AM,<0.10,0,<50,<50,<50,Composite,No data,~5 swimmers in water during sampling; slight turbidity; couple of seagulls; 13 km/hr wind,Slight,Green,Not apparent,22,E,FALSE,0,
M151051,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,6-Jul-15,11:15 AM,<0.10,0,<50,<50,<50,Composite,No data,Lots of seaweed on beach; 8 km/hr wind,Clear,Colourless,Not apparent,20,S,FALSE,0,
M151053,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,13-Jul-15,11:15 AM,<0.10,"4,161",<50,<50,<50,Composite,No data,18 km/hr wind,Slight,Colourless,Not apparent,21,W,FALSE,0,
M151055,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,20-Jul-15,11:25 AM,<0.10,"23,422",<50,<50,<50,Composite,No data,11 km/hr wind,Clear,Colourless,Not apparent,19,S,TRUE,3,
M151058,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,27-Jul-15,11:20 AM,<0.10,"28,787",<50,<50,<50,Composite,No data,7 km/hr wind,Clear,Colourless,Not apparent,19,NW,FALSE,0,
M151060,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,4-Aug-15,11:10 AM,<0.10,0,<50,<50,<50,Composite,No data,Lots of seagulls on beach; 7 km/hr wind,Slight,Colourless,Not apparent,21,W,TRUE,3,
M151061,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,10-Aug-15,10:00 AM,<0.10,"22,915",<50,<50,<50,Composite,No data,5 km/hr wind,Clear,Colourless,Not apparent,21,E,FALSE,0,
M151064,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,17-Aug-15,10:05 AM,<0.10,"22,918",<50,<50,<50,Composite,No data,4 km/hr wind,Clear,Colourless,Not apparent,20,W,FALSE,0,
M151065,Forty Mile Reservoir,Forty Mile Park Beach,8822599,49.672401,-111.425290,24-Aug-15,10:18 AM,<0.10,"1,366",<50,<50,<50,Composite,No data,11 km/hr wind,Clear,Colourless,Not apparent,17,S,FALSE,0,
M151640,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,16-Jun-15,9:35 AM,0.30,"151,872",2.88E+03,<50,<50,Composite,No data,No data,Moderate,Green,Particles in water,15,NE,FALSE,0,
M151637,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,7-Jul-15,No data,No data,"25,872",1.42E+03,<50,<50,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,
M151649,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,21-Jul-15,9:30 AM,0.14,"41,818",<50,<50,<50,Grab,No data,No data,Clear,Green,Particles in water,15,No wind,TRUE,2,
M151662,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,11-Aug-15,10:30 AM,5.69,"63,192",5.60E+04,<50,<50,Composite,No data,No data,Clear,Green,Scums on surface,14,NW,FALSE,0,
M151663,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,18-Aug-15,10:00 AM,4.57,"162,975",4.98E+05,<50,<50,Composite,No data,No data,Clear,Green,Scums on surface,8,NW,TRUE,1.5,
M151672,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,1-Sep-15,9:30 AM,2.18,"30,194",3.78E+04,<50,<50,Composite,No data,No data,Clear,Green,Particles in water,8.0,NW,TRUE,1,
M151673,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,10-Sep-15,No data,1.93,"63,804",2.02E+04,<50,<50,Composite,No data,Very calm winds,Clear,Colourless,No data,15.6,No data,FALSE,0,
M151679,Goose Lake,Goose Lake Recreation Area,9010036,54.314279,-115.138469,23-Sep-15,9:45 AM,8.41,"114,787",4.18E+04,<50,<50,Composite,No data,The boat launch was sampled as the campground was closed. Distance between sites ~200 m,Clear,Colourless,Particles in water,10,SE,TRUE,3,
M151309,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,9-Jun-15,11:20 AM,0.13,"28,674",1.72E+02,<50,<50,Composite,No data,No data,Clear,Colourless,No data,18.6,SE,No data,No data,
M151344,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,16-Jun-15,10:40 AM,0.13,0,2.22E+02,<50,<50,Composite,No data,No data,No data,No data,No data,17.9,No data,No data,No data,
M151275,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,23-Jun-15,10:30 AM,0.14,"122,180",4.20E+02,<50,<50,Composite,No data,No data,Clear,Colourless,No data,21.4,NW,No data,No data,
M151316,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,2-Jul-15,10:45 AM,0.17,"67,395",1.75E+03,<50,<50,Composite,No data,It was a little brown due to the activity of visitors (bathers),Moderate,Other,Not apparent,22.6,NW,No data,No data,
M151322,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,7-Jul-15,8:30 AM,0.18,"160,313",6.03E+02,<50,<50,Composite,No data,Heavy wind was blowing; water looked more sandy (muddy),Moderate,Other,Not apparent,18.5,SE,No data,No data,
M151326,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,14-Jul-15,8:46 AM,0.17,"244,422",4.70E+02,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,18.8,SE,TRUE,No data,
M151338,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,21-Jul-15,8:00 AM,0.21,0,5.45E+03,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,19.1,S,No data,No data,
M151341,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,28-Jul-15,10:15 AM,0.20,"241,022",1.10E+03,<50,<50,Composite,No data,Strong wind blowing Southward,Moderate,Brown,Not apparent,17.7,S,No data,No data,
M151265,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,6-Aug-15,10:35 AM,0.20,"7,849,333",1.32E+03,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,16.7,S,TRUE,No data,
M151281,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,11-Aug-15,10:35 AM,0.21,"1,077,182",6.78E+02,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,19.8,SE,No data,No data,
M151287,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,18-Aug-15,9:00 AM,0.21,"842,553",1.69E+02,<50,<50,Composite,No data,No data,Total,Brown,Not apparent,15.0,S,TRUE,No data,
M151348,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,25-Aug-15,10:15 AM,0.23,"617,163",1.13E+03,<50,<50,Composite,No data,Water looked greenish,Total,Green,Not apparent,18.0,S,FALSE,0,
M151355,Gull Lake,Aspen Beach Provincial Park Beach,No data,52.466119,-113.978361,1-Sep-15,10:20 AM,0.24,"97,581",1.31E+02,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,16.2,S,No data,No data,
M151343,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,6-Jun-15,11:50 AM,0.15,"9,066",<50,<50,<50,Composite,No data,No data,Slight,Colourless,Not apparent,18.1,NW,No data,No data,
M151310,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,9-Jun-15,12:20 PM,0.14,"104,565",8.78E+02,<50,<50,Composite,No data,No data,Moderate,Colourless,Not apparent,19.1,SE,No data,No data,
M151276,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,23-Jun-15,11:30 AM,0.14,"11,103",8.75E+02,<50,<50,Composite,No data,No data,Slight,No data,No data,21.6,NW,No data,No data,
M151317,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,2-Jul-15,11:55 AM,0.18,"96,328",1.50E+03,<50,<50,Composite,No data,No data,Slight,Colourless,Not apparent,22.6,No data,No data,No data,
M151323,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,7-Jul-15,9:40 AM,0.17,"2,293",<50,<50,<50,Composite,No data,At knee depth the bottom of the beach was visible but not at hip depth,Moderate,Other,Not apparent,18.9,SE,No data,No data,
M151327,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,14-Jul-15,10:20 AM,0.17,"479,721",2.44E+02,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,21.1,SW,No data,No data,
M151333,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,21-Jul-15,9:00 AM,0.18,"183,406",2.13E+02,<50,<50,Composite,No data,No data,Moderate,Brown,Not apparent,20.2,SW,No data,No data,
M151342,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,28-Jul-15,11:20 AM,0.15,"210,630",1.36E+02,<50,<50,Composite,No data,Cloudy,Slight,Other,Not apparent,18.1,SE,No data,No data,
M151266,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,6-Aug-15,11:25 AM,0.13,"1,063,709",1.38E+02,<50,<50,Composite,No data,No data,Slight,Other,Not apparent,17.4,SW,No data,No data,
M151282,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,11-Aug-15,11:25 AM,0.14,"696,411",8.03E+01,<50,<50,Composite,No data,No data,Moderate,Green,Not apparent,20.4,SW,No data,No data,
M151288,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,18-Aug-15,9:45 AM,0.17,"425,835",<50,<50,<50,Composite,No data,Water looked slightly green,Moderate,Green,Not apparent,17,SE,TRUE,No data,
M151349,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,25-Aug-15,11:00 AM,0.20,"375,347",6.23E+01,<50,<50,Composite,No data,No data,Moderate,Green,Particles in water,18.3,SE,FALSE,0,
M151356,Gull Lake,Parkland Beach,9720022,52.604426,-114.056411,1-Sep-15,11:20 AM,0.22,"94,887",2.06E+02,<50,<50,Composite,No data,No data,Moderate,Green,Not apparent,16.3,SE,FALSE,0,
M151332,Gull Lake,Summer Village of Gull Lake,No data,52.460695,-113.955493,31-Jul-15,10:45 AM,0.20,"144,354",<50,<50,<50,Grab,No data,Algae was seen in the water they day before in the afternoon,Slight,Colourless,Particles in water,18,E,FALSE,0,
M151523,Hasse Lake,Hasse Lake Day Use Area,9601224,53.490020,-114.177402,22-Jun-15,12:35 PM,0.13,"96,350",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,No data,NE,TRUE,No data,
